Problems,Equations,Answers
"A flower shop has 400 flowers. If 150 are sold, how many flowers remain?",400 - 150,250
"A car dealership has 250 cars. If 80 are sold, how many cars are left?",250 - 80,170
"A supermarket has 300 loaves of bread. If 100 are sold, how many loaves are left?",300 - 100,200
"A bank has 1,500 dollars. If 500 dollars are withdrawn, how much is left?",1500 - 500,1000
"A bakery has 50 muffins. If 20 are sold, how many muffins remain?",50 - 20,30
"A school has 400 students. If 100 graduate, how many students are left?",400 - 100,300
"A library has 600 magazines. If 200 are checked out, how many magazines are left?",600 - 200,400
"A restaurant has 300 tables. If 150 are broken, how many tables are left?",300 - 150,150
"A delivery service has 400 packages. If 150 are delivered, how many packages are left?",400 - 150,250
"A bakery has 70 pastries. If 30 are sold, how many pastries remain?",70 - 30,40
"A pet store has 50 kittens. If 20 are adopted, how many kittens remain?",50 - 20,30
"A library has 200 DVDs. If 50 are borrowed, how many DVDs are left?",200 - 50,150
"A garden has 300 flowers. If 150 are picked, how many flowers remain?",300 - 150,150
"A gym has 200 members. If 100 leave, how many members are left?",200 - 100,100
"A bakery has 90 cookies. If 30 are sold, how many cookies remain?",90 - 30,60
"A toy store has 150 dolls. If 70 are sold, how many dolls are left?",150 - 70,80
"A farmer has 400 tomatoes. If 200 are sold, how many tomatoes are left?",400 - 200,200
"A park has 150 trees. If 30 trees are cut down, how many trees are left?",150 - 30,120
"A delivery service has 500 packages. If 300 are delivered, how many packages are left?",500 - 300,200
"A grocery store has 600 bottles of soda. If 200 are sold, how many bottles are left?",600 - 200,400
"A school has 150 computers. If 50 are broken, how many computers are usable?",150 - 50,100
"A restaurant has 80 chairs. If 20 are broken, how many chairs are left?",80 - 20,60
"A bank has 1,000 dollars. If 400 dollars are withdrawn, how much is left?",1000 - 400,600
"A bakery has 120 cookies. If 50 are sold, how many cookies remain?",120 - 50,70
"A toy factory has 300 toys. If 50 are defective, how many good toys are left?",300 - 50,250
"A delivery service has 200 packages. If 80 are delivered, how many packages are left?",200 - 80,120
"A supermarket has 250 boxes of cereal. If 100 are sold, how many boxes remain?",250 - 100,150
"A pet store has 100 rabbits. If 30 are adopted, how many rabbits remain?",100 - 30,70
"A library has 200 books. If 100 are checked out, how many books are left?",200 - 100,100
"A restaurant has 100 plates. If 30 are broken, how many plates are left?",100 - 30,70
"A bank has 600 dollars. If 100 dollars are withdrawn, how much is left?",600 - 100,500
"A farmer has 400 apples. If 100 are sold, how many apples are left?",400 - 100,300
"A bakery has 150 donuts. If 50 are sold, how many donuts remain?",150 - 50,100
"A toy store has 50 action figures. If 20 are sold, how many action figures remain?",50 - 20,30
"A garden has 100 plants. If 50 die, how many plants are still alive?",100 - 50,50
"A school has 80 desks. If 20 are broken, how many desks are left?",80 - 20,60
"A candy store has 150 chocolates. If 50 are sold, how many chocolates remain?",150 - 50,100
"A delivery service has 700 packages. If 300 are delivered, how many packages are left?",700 - 300,400
"A grocery store has 600 apples. If 200 are sold, how many apples remain?",600 - 200,400
"A pet shop has 300 kittens. If 100 are adopted, how many kittens are left?",300 - 100,200
"A bakery has 500 cookies. If 150 are sold, how many cookies remain?",500 - 150,350
"A grocery store has 200 cans of soup. If 50 are sold, how many cans are left?",200 - 50,150
"A library has 150 magazines. If 50 are checked out, how many magazines are left?",150 - 50,100
"A delivery service has 300 packages. If 150 are delivered, how many packages are left?",300 - 150,150
"A bakery has 200 muffins. If 50 are sold, how many muffins remain?",200 - 50,150
"A gym has 150 members. If 50 leave, how many members remain?",150 - 50,100
"A toy store has 250 dolls. If 100 are sold, how many dolls are left?",250 - 100,150
"A pet store has 400 puppies. If 150 are adopted, how many puppies are left?",400 - 150,250
"A garden has 100 flowers. If 30 are picked, how many flowers remain?",100 - 30,70
"A restaurant has 200 chairs. If 50 are broken, how many chairs are left?",200 - 50,150
"A delivery service has 500 packages. If 200 are delivered, how many packages are left?",500 - 200,300
"A supermarket has 400 bags of chips. If 100 are sold, how many bags are left?",400 - 100,300
"A pet shop has 50 bunnies. If 10 are adopted, how many bunnies are left?",50 - 10,40
"A bakery has 70 cupcakes. If 30 are sold, how many cupcakes remain?",70 - 30,40
"A toy store has 100 action figures. If 40 are sold, how many action figures remain?",100 - 40,60
"A farmer has 600 tomatoes. If 100 are sold, how many tomatoes are left?",600 - 100,500
"A delivery service has 200 packages. If 50 are delivered, how many packages are left?",200 - 50,150
"A bakery has 400 cookies. If 200 are sold, how many cookies remain?",400 - 200,200
"A restaurant has 150 tables. If 50 are broken, how many tables are left?",150 - 50,100
"A school has 600 students. If 100 graduate, how many students are left?",600 - 100,500
"A library has 300 books. If 50 are checked out, how many books are left?",300 - 50,250
"A bakery has 200 pastries. If 100 are sold, how many pastries remain?",200 - 100,100
"A garden has 200 flowers. If 75 are picked, how many flowers remain?",200 - 75,125
"A pet store has 400 rabbits. If 150 are adopted, how many rabbits are left?",400 - 150,250
"A delivery service has 600 packages. If 200 are delivered, how many packages are left?",600 - 200,400
"A supermarket has 300 bottles of juice. If 100 are sold, how many bottles are left?",300 - 100,200
"A toy factory has 400 toys. If 150 are defective, how many good toys are left?",400 - 150,250
"A bakery has 500 cookies. If 100 are sold, how many cookies remain?",500 - 100,400
"A gym has 100 members. If 20 leave, how many members remain?",100 - 20,80
"A restaurant has 150 chairs. If 50 are broken, how many chairs are left?",150 - 50,100
"A pet shop has 80 kittens. If 20 are adopted, how many kittens are left?",80 - 20,60
"A delivery service has 300 packages. If 50 are delivered, how many packages are left?",300 - 50,250
"A restaurant has 200 tables. If 30 are broken, how many tables are left?",200 - 30,170
"A pet store has 200 puppies. If 50 are adopted, how many puppies are left?",200 - 50,150
"A bakery has 80 muffins. If 30 are sold, how many muffins remain?",80 - 30,50
"A school has 200 students. If 100 graduate, how many students are left?",200 - 100,100
"A delivery service has 100 packages. If 40 are delivered, how many packages are left?",100 - 40,60
"A farmer has 600 tomatoes. If 300 are sold, how many tomatoes are left?",600 - 300,300
"A gym has 150 members. If 30 leave, how many members remain?",150 - 30,120
"A bakery has 300 cookies. If 150 are sold, how many cookies remain?",300 - 150,150
"A library has 100 magazines. If 30 are checked out, how many magazines are left?",100 - 30,70
"A candy store has 300 chocolates. If 200 are sold, how many chocolates remain?",300 - 200,100
"A delivery service has 400 packages. If 100 are delivered, how many packages are left?",400 - 100,300
"A library has 500 books. If 100 are checked out, how many books are left?",500 - 100,400
"A delivery service has 600 packages. If 100 are delivered, how many packages are left?",600 - 100,500
"A toy store has 250 dolls. If 50 are sold, how many dolls are left?",250 - 50,200
"A library has 300 magazines. If 100 are checked out, how many magazines are left?",300 - 100,200
"A school has 100 computers. If 20 are broken, how many computers are usable?",100 - 20,80
"A restaurant has 100 plates. If 50 are broken, how many plates are left?",100 - 50,50
"A garden has 200 flowers. If 50 are picked, how many flowers remain?",200 - 50,150
"A bakery has 300 muffins. If 100 are sold, how many muffins remain?",300 - 100,200
"A toy factory has 400 toys. If 50 are defective, how many good toys are left?",400 - 50,350
"A pet shop has 600 puppies. If 100 are adopted, how many puppies are left?",600 - 100,500
"A delivery service has 200 packages. If 150 are delivered, how many packages are left?",200 - 150,50
"A candy store has 400 chocolates. If 100 are sold, how many chocolates remain?",400 - 100,300
"A gym has 250 members. If 50 leave, how many members remain?",250 - 50,200
"A bakery has 500 cookies. If 200 are sold, how many cookies remain?",500 - 200,300
"A supermarket has 300 bottles of water. If 150 are sold, how many bottles are left?",300 - 150,150
"A library has 100 books. If 50 are checked out, how many books are left?",100 - 50,50
"A garden has 600 flowers. If 200 are picked, how many flowers remain?",600 - 200,400
"A restaurant has 400 chairs. If 100 are broken, how many chairs are left?",400 - 100,300
"A candy store has 300 chocolates. If 50 are sold, how many chocolates remain?",300 - 50,250
"A supermarket has 600 cans of soda. If 100 are sold, how many cans are left?",600 - 100,500
"A library has 200 magazines. If 50 are checked out, how many magazines are left?",200 - 50,150
"A bakery has 100 cookies. If 20 are sold, how many cookies remain?",100 - 20,80
"A toy store has 400 action figures. If 200 are sold, how many action figures remain?",400 - 200,200
"A pet store has 200 kittens. If 100 are adopted, how many kittens are left?",200 - 100,100
"A grocery store has 150 loaves of bread. If 50 are sold, how many loaves are left?",150 - 50,100
"A garden has 600 flowers. If 100 are picked, how many flowers remain?",600 - 100,500
"A school has 300 students. If 50 graduate, how many students are left?",300 - 50,250
"A pet shop has 600 puppies. If 300 are adopted, how many puppies are left?",600 - 300,300
"A bakery has 200 donuts. If 100 are sold, how many donuts remain?",200 - 100,100
"A library has 500 books. If 200 are checked out, how many books are left?",500 - 200,300
"A grocery store has 100 cans of soup. If 20 are sold, how many cans are left?",100 - 20,80
"A library has 300 books. If 100 are checked out, how many books are left?",300 - 100,200
"A toy store has 500 dolls. If 200 are sold, how many dolls are left?",500 - 200,300
"A pet store has 300 hamsters. If 100 are sold, how many hamsters are left?",300 - 100,200
"A supermarket has 150 loaves of bread. If 50 are sold, how many loaves are left?",150 - 50,100
"A gym has 500 members. If 100 leave, how many members remain?",500 - 100,400
"A toy store has 200 action figures. If 50 are sold, how many action figures remain?",200 - 50,150
"A garden has 200 flowers. If 30 are picked, how many flowers remain?",200 - 30,170
"A library has 400 books. If 100 are checked out, how many books are left?",400 - 100,300
"A grocery store has 300 bottles of juice. If 150 are sold, how many bottles are left?",300 - 150,150
"A delivery service has 500 packages. If 100 are delivered, how many packages are left?",500 - 100,400
"A supermarket has 300 bottles of water. If 100 are sold, how many bottles are left?",300 - 100,200
"A pet shop has 400 rabbits. If 200 are adopted, how many rabbits are left?",400 - 200,200
"A bakery has 100 cupcakes. If 50 are sold, how many cupcakes remain?",100 - 50,50
"A restaurant has 400 chairs. If 150 are broken, how many chairs are left?",400 - 150,250
"A bakery has 200 cookies. If 50 are sold, how many cookies remain?",200 - 50,150
"A supermarket has 100 loaves of bread. If 50 are sold, how many loaves are left?",100 - 50,50
"A candy store has 400 chocolates. If 200 are sold, how many chocolates remain?",400 - 200,200
"A gym has 200 members. If 50 leave, how many members remain?",200 - 50,150
"A bakery has 300 cookies. If 100 are sold, how many cookies remain?",300 - 100,200
"A toy store has 100 action figures. If 20 are sold, how many action figures remain?",100 - 20,80
"A pet shop has 300 puppies. If 100 are adopted, how many puppies are left?",300 - 100,200
"A bakery has 400 cupcakes. If 150 are sold, how many cupcakes remain?",400 - 150,250
"A garden has 600 flowers. If 300 are picked, how many flowers remain?",600 - 300,300
"A supermarket has 300 bottles of water. If 200 are sold, how many bottles are left?",300 - 200,100
"A bakery has 300 cookies. If 50 are sold, how many cookies remain?",300 - 50,250
"A toy store has 400 action figures. If 100 are sold, how many action figures remain?",400 - 100,300
"A library has 300 books. If 150 are checked out, how many books are left?",300 - 150,150
"A garden has 100 flowers. If 50 are picked, how many flowers remain?",100 - 50,50
"A pet shop has 150 puppies. If 30 are adopted, how many puppies are left?",150 - 30,120
"A supermarket has 600 loaves of bread. If 200 are sold, how many loaves are left?",600 - 200,400
"A toy store has 300 dolls. If 100 are sold, how many dolls are left?",300 - 100,200
"A library has 100 magazines. If 20 are checked out, how many magazines are left?",100 - 20,80
"A grocery store has 400 bags of chips. If 100 are sold, how many bags are left?",400 - 100,300
"A pet shop has 600 hamsters. If 100 are sold, how many hamsters are left?",600 - 100,500
"A garden has 400 flowers. If 100 are picked, how many flowers remain?",400 - 100,300
"A library has 200 books. If 50 are checked out, how many books are left?",200 - 50,150
"A supermarket has 300 bottles of soda. If 100 are sold, how many bottles are left?",300 - 100,200
"A pet store has 600 bunnies. If 300 are adopted, how many bunnies are left?",600 - 300,300
"A supermarket has 500 cans of soup. If 200 are sold, how many cans are left?",500 - 200,300
"A delivery service has 100 packages. If 20 are delivered, how many packages are left?",100 - 20,80
"A pet shop has 150 kittens. If 50 are adopted, how many kittens are left?",150 - 50,100
"A garden has 400 flowers. If 200 are picked, how many flowers remain?",400 - 200,200
"A gym has 400 members. If 100 leave, how many members remain?",400 - 100,300
"A bakery has 200 donuts. If 50 are sold, how many donuts remain?",200 - 50,150
"A bakery has 400 cookies. If 150 are sold, how many cookies remain?",400 - 150,250
"A gym has 500 members. If 200 leave, how many members remain?",500 - 200,300
"A garden has 200 flowers. If 100 are picked, how many flowers remain?",200 - 100,100
"A supermarket has 400 bottles of soda. If 200 are sold, how many bottles are left?",400 - 200,200
